song_id,artist,album,title,duration,playcount,rating,rating_interpretation
3665,The Fratellis,Costello Music,Doginabag,3:21,,0,not-rated
3666,Gulfer,Dog Bless,Doglife,3:46,1.0,undefined,never-rated
3667,Swearin',Fall into the Sun,Dogpile,3:06,1.0,undefined,never-rated
3668,Joyero,Release the Dogs,Dogs,4:05,1.0,undefined,never-rated
3669,Quarterbacks,Quarterbacks,The Dogs,0:30,,0,not-rated
3670,Wye Oak,Civilian,Dogs Eyes,3:24,2.0,0,not-rated
3671,Asian Man Records,,Dogs On Acid - Flushed,2:26,7.0,0,not-rated
3672,Gogol Bordello,Gypsy Punks: Underdog World Strike,Dogs Were Barking,4:54,,0,not-rated
3673,Jenny Lewis,On The Line,Dogwood,4:29,4.0,undefined,never-rated
3674,Comets On Fire,Avatar,Dogwood Rust,7:47,,0,not-rated
3675,Modest Mouse,The Lonesome Crowded West,Doin' The Cockroach,4:19,,0,not-rated
3676,Lana Del Rey,Norman Fucking Rockwell!,Doin' Time,3:22,,undefined,never-rated
3677,The Go! Team,Proof Of Youth [Bonus Tracks],Doing It Right,3:26,,0,not-rated
3678,Daughter,Not To Disappear,Doing The Right Thing,5:14,1.0,undefined,never-rated
3679,PJ Harvey,The Hope Six Demolition Project,"Dollar, Dollar",5:34,,undefined,never-rated
3680,Wild Nothing,Indigo,Dollhouse,1:17,6.0,undefined,never-rated
3681,Chris Farren,Born Hot,Domain Lapse,3:08,,undefined,never-rated
3682,The Radio Dept.,Clinging To A Scheme,Domestic Scene,2:25,,0,not-rated
3683,Laura Gibson,Goners,Domestication,3:51,11.0,undefined,never-rated
3684,Phoebe Bridgers,Better Oblivion Community Center,Dominos,4:32,1.0,undefined,never-rated
3685,Jawbreaker,Bivouac,Donatello,3:03,1.0,0,not-rated
3686,The Walkmen,You & Me,Donde Esta La Playa,3:55,,0,not-rated
3687,Built To Spill,There Is No Enemy,Done,6:52,,0,not-rated
3688,Shame,Songs of Praise,Donk,1:41,10.0,undefined,never-rated
3689,Cursive,"Mama, I'm Swollen",Donkeys,3:57,,0,not-rated
3690,Rubblebucket,If U C My Enemies,Donna,3:33,5.0,undefined,never-rated
3691,Topshelf Records,,Donovan Wolfington - Keef Ripper,1:33,1.0,0,not-rated
3692,Peaer,A Healthy Earth,Don't,3:52,2.0,undefined,never-rated
3693,insignificant other,i'm so glad i feel this way about you,don't @ me devin,2:58,1.0,undefined,never-rated
3694,Courtney Barnett,The Double EP: A Sea Of Split Peas,Don't Apply Compression Gently,3:35,3.0,0,not-rated
3695,Blood Red Shoes,Blood Red Shoes (Deluxe Edition),Don't Ask,3:05,,0,not-rated
3696,Ryan Adams,Heartbreaker,Don't Ask For The Water,2:56,,0,not-rated
3697,Junior Varsity,Kindercore Records Christmas Two,Don't Believe In Christmas,1:46,,undefined,never-rated
3698,Mogwai,Every Country's Sun,Don't Believe the Fife,6:23,,undefined,never-rated
3699,Esther Rose,You Made It This Far,Don't Blame It on the Moon,2:57,,undefined,never-rated
3700,The Elected,Me First,Don't Blow It,4:10,3.0,0,not-rated
3701,Great Cynics,POSI,Don't Buy The Sun,1:51,2.0,undefined,never-rated
3702,The Highwomen,The Highwomen,Don't Call Me,3:36,2.0,undefined,never-rated
3703,Islands,Return To The Sea,"Don't Call Me Whitney, Bobby",2:32,1.0,0,not-rated
3704,The Decemberists,The King Is Dead,Don't Carry It All,4:17,,0,not-rated
3705,Turbo Fruits,No Control,Don't Change,3:31,,0,not-rated
3706,The Brave Little Abacus,Okumay,Don't Come Around Here No More (please),4:51,79.0,5,thumbs-up
3707,Hot Chip,Made In The Dark,Don't Dance,4:42,,0,not-rated
3708,The Fiery Furnaces,Gallowsbird's Bark,Don't Dance Her Down,3:17,,0,not-rated
3709,Rilo Kiley,Take Offs and Landings,Don't Deconstruct,2:38,1.0,0,not-rated
3710,Wolf Alice,Visions Of A Life,Don't Delete The Kisses,4:35,1.0,undefined,never-rated
3711,Sharon Van Etten,Epic,Don't Do It,5:05,,0,not-rated
3712,The Sidekicks,Happiness Hours,Don't Feel Like Dancing,3:30,10.0,undefined,never-rated
3713,Neko Case,Middle Cyclone,Don't Forget Me,3:09,2.0,0,not-rated
3714,Beulah,Yoko,Don't Forget To Breathe,3:56,,0,not-rated
3715,Blood Red Shoes,Blood Red Shoes (Deluxe Edition),Don't Get Caught,3:49,,0,not-rated
3716,Gorillaz,Demon Days,Don't Get Lost In Heaven,2:12,8.0,0,not-rated
3717,The Walkmen,A Hundred Miles Off,Don't Get Me Down (Come On Over Here),4:01,,0,not-rated
3718,The Elected,Me First,Don't Get Your Hopes Up,3:29,3.0,0,not-rated
3719,Washed Out,Paracosm,Don't Give Up,3:55,3.0,0,not-rated
3720,Cloud District,"Don't Give Up, Skeleton","Don't Give Up, Skeleton",2:49,3.0,undefined,never-rated
3721,The Magic Numbers,The Magic Numbers,Don't Give Up The Fight,3:00,,0,not-rated
3722,The Greeting Committee,This Is It,Don't Go,4:06,10.0,undefined,never-rated
3723,Girl Ray,Earl Grey,Don't Go Back at Ten,3:29,1.0,undefined,never-rated
3724,R.E.M.,Reckoning,(Don't Go Back To) Rockville,4:34,1.0,0,not-rated
3725,Elton John,Rock Of The Westies,Don't Go Breaking My Heart,4:32,,0,not-rated
3726,Deer Tick,Deer Tick Vol. 2,Don't Hurt,3:46,2.0,undefined,never-rated
3727,Islands,A Sleep & A Forgetting,Don't I Love You,3:20,,0,not-rated
3728,Janelle Monáe,Dirty Computer,Don't Judge Me,6:00,,undefined,never-rated
3729,Julia Jacklin,Crushing,Don't Know How To Keep Loving You,5:33,1.0,undefined,never-rated
3730,Skating Polly,The Make It All Show,Don't Leave Me Gravity,4:00,5.0,undefined,never-rated
3731,La Luz,Floating Features,Don't Leave Me on the Earth,2:35,1.0,undefined,never-rated
3732,Belle and Sebastian,"Fold Your Hands Child, You Walk Like A Peasant",Don't Leave the Light on Baby,4:40,,0,not-rated
3733,Weezer,Weezer (Green Album),Don't Let Go,2:59,,undefined,never-rated
3734,Dave Paulson,"Sandusky, Ohio",Don't Let It Get You Down,2:47,,undefined,never-rated
3735,Beck,Morning Phase,Don't Let It Go,3:10,,0,not-rated
3736,The Alan Parsons Project,The Best of the Alan Parsons Project [Arista 1983],Don't Let It Show,4:24,,0,not-rated
3737,Turbo Fruits,No Control,Don't Let Me Break Your Heart Again,3:59,,0,not-rated
3738,of Montreal,UR FUN,Don't Let Me Die In America,3:35,1.0,undefined,never-rated
3739,Daniel Johnston,Late Great Daniel Johnston: The Originals [Disc 2],Don't Let The Sun Go Down On Your Grievances,3:18,,0,not-rated
3740,Clem Snide,Late Great Daniel Johnston [Disc 1] (The Covers),Don't Let The Sun Go Down On Your Grievience,4:08,,0,not-rated
3741,Dent May,Across The Multiverse,Don't Let Them,4:36,1.0,undefined,never-rated
3742,Vampire Weekend,Modern Vampires Of The City,Don't Lie,3:33,2.0,0,not-rated
3743,Otoboke Beaver,ITEKOMA HITS,Don't light my fire,2:16,,undefined,never-rated
3744,Oasis,(What's The Story) Morning Glory?,Don't Look Back In Anger,4:51,,0,not-rated
3745,Tunng,...And Then We Saw Land,Don't Look Down Or Back,4:58,,0,not-rated
3746,TV On The Radio,"Desperate Youth, Blood Thirsty Babes",Don't Love You,5:32,,0,not-rated
3747,Spoon,Ga Ga Ga Ga Ga,Don't Make Me A Target,3:56,,0,not-rated
3748,The Aquadolls,Stoked On You,Don't Mean Jack,2:29,,0,not-rated
3749,Horse Feathers,Appreciation,Don't Mean to Pry,3:19,1.0,undefined,never-rated
3750,Menomena,Moms,Don't Mess With Latexas,5:35,,0,not-rated
3751,Okkervil River,Don't Move Back To LA,Don't Move Back To LA,4:38,8.0,undefined,never-rated
3752,Kai Whiston,No World As Good As Mine,Don't Need It,3:50,1.0,undefined,never-rated
3753,The Sidekicks,"So Long, Soggy Dog","Don't Open the Door, You Might Let in the Gusto",2:25,,undefined,never-rated
3754,Dinosaur Jr,I Bet On Sky,Don't Pretend You Didn't Know,5:32,,0,not-rated
3755,Heart Bones,Hot Dish,Don't Read the Comments,3:01,1.0,undefined,never-rated
3756,M83,Before The Dawn Heals Us,Don't Save Us From The Flames,4:16,,0,not-rated
3757,Yo La Tengo,Electr-O-Pura,Don't Say A Word (Hot Chicken #2),3:28,,0,not-rated
3758,Margo Price,All American Made,Don't Say It,2:43,2.0,undefined,never-rated
3759,Au Revoir Simone,The Bird Of Music,Don't See The Sorrow,4:30,,0,not-rated
3760,Matt and Kim,Grand,Don't Slow Down,3:07,2.0,0,not-rated
3761,La Sera,Sees the Light,Don't Stay,4:25,,0,not-rated
3762,The Dodos,No Color,Don't Stop,4:21,,0,not-rated
3763,Andrew W. K.,I Get Wet,Don't Stop Living In The Red,1:43,,0,not-rated
3764,The National,Trouble Will Find Me,Don't Swallow the Cap,4:45,,0,not-rated
3765,Soakie,Soakie,Don't Talk Back,1:37,1.0,undefined,never-rated
3766,Los Campesinos!,"Hold On Now, Youngster",Don't Tell Me To Do The Math(s),3:21,,0,not-rated
3767,Casiotone For The Painfully Alone,Etiquette,Don't They Have Payphones Wherever You Were Last Night,2:21,,0,not-rated
3768,The Dodos,No Color,Don't Try And Hide It,3:46,,0,not-rated
3769,Ariel Pink's Haunted Graffiti,Underground,Don't Turn Back / 2008,5:06,1.0,undefined,never-rated
3770,Tweens,Tweens,Don't Wait Up,2:50,1.0,0,not-rated
3771,Jason Lytle,Arthur King Presents Jason Lytle: NYLONANDJUNO,Don't Wanna Be There For All That Stuff,2:47,1.0,undefined,never-rated
3772,Ex Hex,Rips,Don't Wanna Lose,2:28,1.0,0,not-rated
3773,Chastity Belt,I Used to Spend So Much Time Alone,Don't Worry,3:32,6.0,undefined,never-rated
3774,Danielson,Trying Hartz,Don't You Be The Judge (Live),3:41,,0,not-rated
3775,Spoon,Ga Ga Ga Ga Ga,Don't You Evah,3:36,,0,not-rated
3776,Filmstrip,Moments of Matter,Don't You Know,3:52,1.0,0,not-rated
3777,Ty Segall,Manipulator,Don't You Want To Know?,2:34,,0,not-rated
3778,Charmer,ivy,Doom,2:34,1.0,undefined,never-rated
3779,Screaming Females,Ugly,Doom 84,7:37,,0,not-rated
3780,American Football,American Football (LP3),Doom In Full Bloom,7:48,8.0,undefined,never-rated
3781,Mister Heavenly,Out of Love,Doom Wop,1:38,1.0,0,not-rated
3782,Starred,Sub Pop 1000,Doomed,5:00,,0,not-rated
3783,Deer Tick,Deer Tick Vol. 1,Doomed from the Start,2:53,3.0,undefined,never-rated
3784,Deer Tick,Mayonnaise,"Doomed From the Start (7"" Version)",2:38,,undefined,never-rated
3785,Deftones,Gore,Doomed User,4:26,1.0,undefined,never-rated
3786,Elvis Perkins In Dearland,Elvis Perkins In Dearland,Doomsday,3:38,3.0,0,not-rated
3787,Lovedrug,Everything Starts Where It Ends + Bonus Tracks,Doomsday & The Echo,5:12,,0,not-rated
3788,Fang Island,Major,Dooney Rock,3:34,,0,not-rated
3789,Caroline Polachek,Pang,Door,5:22,1.0,undefined,never-rated
3790,The Steinways,Missed The Boat,"A Door, A Bell",1:20,2.0,5,thumbs-up
3791,slowthai,Nothing Great About Britain,Doorman,3:04,1.0,undefined,never-rated
3792,Equipment,Ruthless Sun,Doors Closing,3:07,2.0,undefined,never-rated
3793,tUnE-yArDs,W H O K I L L,Doorstep,4:18,,0,not-rated
3794,DIIV,Is the Is Are,Dopamine,3:55,,undefined,never-rated
3795,The Antlers,Familiars,Doppelganger,7:04,,0,not-rated
3796,Fang Island,Fang Island,Dorian,1:40,,0,not-rated
3797,Aesop Rock,The Impossible Kid,Dorks,3:32,2.0,undefined,never-rated
3798,Cursive,Happy Hollow,Dorothy At Forty,3:02,,0,not-rated
3799,Cursive,Happy Hollow,Dorothy Dreams Of Tornados,2:54,,0,not-rated
3800,Grizzly Bear,Veckatimest,Dory,4:24,,0,not-rated
3801,Camera Obscura,Let's Get Out Of This Country,Dory Previn,4:17,,0,not-rated
3802,Guerilla Toss,GT Ultra,Dose Rate,4:40,5.0,undefined,never-rated
3803,Cola Jet Set,El Fin Del Mundo,Dosifícate,2:47,,undefined,never-rated
3804,Speedy Ortiz,Foil Deer,Dot X,3:38,,0,not-rated
3805,Pinegrove,Marigold,Dotted Line,4:20,1.0,undefined,never-rated
3806,LITE,Multiple,Double,4:06,1.0,undefined,never-rated
3807,Gorillaz,Gorillaz,Double Bass,4:47,,0,not-rated
3808,Slothrust,The Pact,Double Down,3:11,6.0,1,thumbs-down
3809,Camera Obscura,Biggest Bluest Hi-Fi [Bonus Tracks],Double Feature,5:52,1.0,0,not-rated
3810,Coping,NOPE,Double Perfect,2:39,6.0,0,not-rated
3811,WIENER RECORDS,,Double Veterans - Beach Life,1:56,,0,not-rated
3812,The Spirit of the Beehive,Hypnic Jerks,d.o.u.b.l.e.u.r.o.n.g.,3:46,6.0,undefined,never-rated
3813,Wye Oak,Civilian,Doubt,2:28,1.0,0,not-rated
3814,The Cure,Faith (Deluxe Edition),Doubt (Remastered Version),3:11,1.0,undefined,never-rated
3815,The Cure,Faith (Deluxe Edition),Doubt [RS Home Instrumental Demo Aug. 1980],1:09,,undefined,never-rated
3816,Dive,Oshin,Doused,3:43,,0,not-rated
3817,mt. fujitive,sanctuary,dove,1:44,,undefined,never-rated
3818,Pendant,Through a Coil,Dovetail,4:35,,undefined,never-rated
3819,Anna Meredith,Varmints,Dowager,5:22,12.0,undefined,never-rated
3820,Hemlock Ernst,Back At The House,Down,4:18,,undefined,never-rated
3821,Hiss Golden Messenger,Terms of Surrender,Down at the Uptown,3:26,,undefined,never-rated
3822,The Decemberists,The King Is Dead,Down By The Water,3:42,,0,not-rated
3823,Tom Waits,Swordfishtrombones,"Down, Down, Down",2:16,,0,not-rated
3824,Okkervil River,The Silver Gymnasium,Down Down the Deep River,6:33,5.0,0,not-rated
3825,Hundred Waters,The Moon Rang Like a Bell,Down From The Rafters,4:27,,0,not-rated
3826,Electric Light Orchestra,Face The Music,Down Home Town,3:55,,0,not-rated
3827,Laura Veirs,case/lang/veirs,Down I-5,3:02,2.0,undefined,never-rated
3828,The Hussy,Looming,Down In The Dirt,0:37,,undefined,never-rated
3829,The Head and The Heart,The Head And The Heart,Down In The Valley,5:04,,0,not-rated
3830,Theodore,Old Lonesome Sound,Down in the Valley,4:56,,0,not-rated
3831,Clap Your Hands Say Yeah,The Tourist,Down (is where I want to be),3:48,,undefined,never-rated
3832,White Lung,Deep Fantasy,Down It Goes,2:23,23.0,0,not-rated
3833,The Soft Pack,The Soft Pack,Down On Loving,2:08,9.0,0,not-rated
3834,The Jesus & Mary Chain,Darklands,Down On Me,2:37,1.0,0,not-rated
3835,British Sea Power,Do You Like Rock Music?,Down On The Ground,4:24,,0,not-rated
3836,José González,In Our Nature,Down The Line,3:13,,0,not-rated
3837,Okkervil River,Down The River Of Golden Dreams,Down the River of Golden Dreams,1:16,1.0,0,not-rated
3838,Woods,Songs of Shame,Down This Road,1:37,2.0,0,not-rated
3839,Lovedrug,Everything Starts Where It Ends + Bonus Tracks,Down Toward The Healing,5:25,,0,not-rated
3840,Lovedrug,Pretend You're Alive,Down Towards The Healing,5:28,,0,not-rated
3841,Tomorrows Tulips,When,Down Turned Self Pity,3:16,,0,not-rated
3842,The Avett Brothers,The Carpenter,Down With The Shine,4:03,,0,not-rated
3843,Chuck Berry,The Best Of Chuck Berry [Disc 1],Downbound Train,2:52,,0,not-rated
3844,Nirvana,Incesticide,Downer,1:44,,0,not-rated
3845,Molly Burch,Please Be Mine,Downhearted,4:24,,undefined,never-rated
3846,Cursive,Such Blinding Stars For Starving Eyes,Downhill Racers,4:36,,0,not-rated
3847,Yoshinori Hayashi,Ambivalence,Downstream,5:35,1.0,undefined,never-rated
3848,Destroyer,Kaputt,Downtown,3:51,,undefined,never-rated
3849,You Say Party! We Say Die!,Lose All Time,"Downtown Mayors Goodnight, Alley Kids Rule",2:29,,0,not-rated
3850,Tom Waits,Rain Dogs,Downtown Train,3:53,,0,not-rated
3851,Equipment,Ruthless Sun,Downward Slant,2:50,2.0,undefined,never-rated
3852,Culture Abuse,Bay Dream,Dozy,3:21,2.0,undefined,never-rated
3853,Charly Bliss,Guppy,DQ,3:19,12.0,undefined,never-rated
3854,Guided By Voices,August By Cake,Dr. Feelgood Falls Off the Ocean,1:59,,undefined,never-rated
3855,Chotto Ghetto,WILDFIRE,Dr. Gerard is Trying to Chill,4:36,1.0,undefined,never-rated
3856,Amen Dunes,Freedom,Dracula,4:16,1.0,undefined,never-rated
3857,Lightning Bolt,Wonderful Rainbow,Dracula Mountain,5:10,13.0,0,not-rated
3858,Colin Meloy,Colin Meloy Sings Live!,Dracula's Daughter,2:42,,0,not-rated
3859,The Decemberists,We All Raise Our Voices To The Air: Live Songs 04.11-08.11 [Disc 2],Dracula's Daughter > O Valencia,5:27,,0,not-rated
3860,Weatherbox,Flies In All Directions,Drag Out,3:51,,undefined,never-rated
3861,Rilo Kiley,Rkives,Draggin Around,3:24,7.0,0,not-rated
3862,METZ,Strange Peace,Drained Lake,3:04,1.0,undefined,never-rated
3863,modest mouse,this is a long drive,dramamine,5:43,,0,not-rated
3864,Sun Kil Moon,Tiny Cities,Dramamine,2:45,,0,not-rated
3865,Aesop Rock Feat. Doseone,Float,Drawbridge,4:46,,0,not-rated
3866,Dinosaur Jr,Where You Been,Drawerings,4:50,,0,not-rated
3867,Lilly Hiatt,Walking Proof,Drawl,3:55,,undefined,never-rated
3868,Shearwater,Animal Joy,Dread Sovereign,3:50,,0,not-rated
3869,Hiroshi Yoshimura,Music for Nine Post Cards,Dream,5:34,2.0,undefined,never-rated
3870,Dent May,Across The Multiverse,Dream 4 Me,3:58,7.0,5,thumbs-up
3871,The Apples In Stereo,Travellers In Space And Time,Dream About The Future,4:15,,0,not-rated
3872,Okkervil River,In The Rainbow Rain,The Dream And The Light,6:49,3.0,undefined,never-rated
3873,Roy Orbison,Playlist: The Very Best Of Roy Orbison,Dream Baby (How Ling Must I Dream),2:34,,0,not-rated
3874,Adventures,Supersonic Home,Dream Blue Haze,1:51,41.0,0,not-rated
3875,Beach Bunny,Honeymoon,Dream Boy,2:21,9.0,undefined,never-rated
3876,Deerhunter,Monomania,Dream Captain,3:01,,0,not-rated
3877,Teen Daze,Themes for Dying Earth,Dream City,4:45,,undefined,never-rated
3878,Destroyer,Poison Season,Dream Lover,3:48,,undefined,never-rated
3879,Blushing,Blushing,Dream Merchants,3:13,1.0,undefined,never-rated
3880,Prince Daddy & The Hyena,Cosmic Thrill Seekers,Dream Nails,1:07,4.0,undefined,never-rated
3881,Seapony,Go With Me,Dream of You (Demo),2:52,,0,not-rated
3882,Daniel Johnston,Late Great Daniel Johnston: The Originals [Disc 2],Dream Scream,4:50,,0,not-rated
3883,Blackalicious,Nia,Dream Seasons,4:50,,0,not-rated
3884,Ariel Pink,Dedicated To Bobby Jameson,Dreamdate Narcissist,2:28,4.0,undefined,never-rated
3885,Lightning Dust,Infinite Light,Dreamer,3:46,,0,not-rated
3886,The Tallest Man On Earth,Sometimes The Blues Is Just A Passing Bird,The Dreamer,4:05,,0,not-rated
3887,Seapony,Go With Me,Dreaming,2:21,,0,not-rated
3888,Best Coast,The Only Place,Dreaming My Life Away,3:22,,0,not-rated
3889,Angelo De Augustine,Swim Inside the Moon,Dreaming of the Moon,2:08,3.0,undefined,never-rated
3890,Beat Radio,"Hard Times, Go!",Dreaming Wide Awake,3:54,75.0,undefined,never-rated
3891,The New Pornographers,In The Morse Code Of Brake Lights,Dreamlike And On The Rush,4:11,1.0,undefined,never-rated
3892,The Apples In Stereo,Electronic Projects for Musicians,Dreams,3:42,,0,not-rated
3893,Mac DeMarco,This Old Dog,Dreams from Yesterday,3:27,2.0,undefined,never-rated
3894,A$AP Rocky,AT.LONG.LAST.A$AP,Dreams (Interlude),2:16,1.0,undefined,never-rated
3895,Fang Island,Fang Island,Dreams Of Dreams,1:58,,0,not-rated
3896,Cold War Kids,Loyalty To Loyalty,Dreams Old Men Dream,4:17,,0,not-rated
3897,The Kinks,"Lola Versus Powerman And The Money-Go-Round, Part One + Percy (Deluxe Edition)",Dreams (Remix) [2014 Remastered Version],3:23,,undefined,never-rated
3898,Hüsker Dü,Zen Arcade,Dreams Reoccurring,1:41,,0,not-rated
3899,Metric,Synthetica,Dreams So Real,2:43,,0,not-rated
3900,The Kinks,"Lola Versus Powerman And The Money-Go-Round, Part One + Percy (Deluxe Edition)",Dreams (Stereo) [2014 Remastered Version],3:45,,undefined,never-rated
3901,Efterklang,Piramida,Dreams Today,3:01,,0,not-rated
3902,Alvvays,Antisocialites,Dreams Tonite,3:16,45.0,5,thumbs-up
3903,Moonface,This One’s for the Dancer & This One’s for the Dancer’s Bouquet,Dreamsong,8:04,2.0,undefined,never-rated
3904,Rilo Kiley,Under The Blacklight,Dreamworld,4:43,1.0,undefined,never-rated
3905,Sylvan Esso,Sylvan Esso,Dreamy Bruises,4:07,1.0,0,not-rated
3906,Sylvan Esso,WITH,Dreamy Bruises (Live),4:03,,undefined,never-rated
3907,Kitty Kat Fan Club,Dreamy Little You,Dreamy Little You,2:09,1.0,undefined,never-rated
3908,Fascinator,Water Sign,Drenched Out,4:14,,undefined,never-rated
3909,Sylvan Esso,Sylvan Esso,Dress,3:49,1.0,0,not-rated
3910,Sylvan Esso,WITH,Dress (Live),4:05,,undefined,never-rated
3911,Belle and Sebastian,The Life Pursuit,Dress Up In You,4:24,,0,not-rated
3912,Chuck Berry,The Best Of Chuck Berry [Disc 1],Drifting Heart,2:48,,0,not-rated
3913,Ariel Pink's Haunted Graffiti,Mature Themes,Driftwood,4:22,1.0,0,not-rated
3914,Cursive,The Ugly Organ,Driftwood: A Fairy Tale,4:40,,0,not-rated
3915,Chris Cohen,As If Apart,Drink from a Silver Cup,4:43,1.0,undefined,never-rated
3916,Lucero,Lucero,Drink 'Till We're Gone,3:55,1.0,0,not-rated
3917,Pkew Pkew Pkew,Optimal Lifestyles,Drinkin' Days,2:55,1.0,undefined,never-rated
3918,Haley Heynderickx,I Need to Start a Garden,Drinking Song,3:15,8.0,undefined,never-rated
3919,Remember Sports,Slow Buzz,Dripping,3:16,3.0,undefined,never-rated
3920,The Coathangers,Suck My Shirt,Drive,3:45,,0,not-rated
3921,Boy,Mutual Friends,Drive Darling,4:22,1.0,0,not-rated
3922,La Sera,Sees the Light,Drive on,3:09,,0,not-rated
3923,The Magnetic Fields,Distortion,"Drive On, Driver",2:51,,0,not-rated
3924,The Fiery Furnaces,I'm Going Away,Drive To Dallas,4:52,,0,not-rated
3925,Perfect Pussy,Say Yes to Love,Driver,2:16,5.0,0,not-rated
3926,Superchunk,Foolish,Driveway to Driveway,4:40,,0,not-rated
3927,Delicate Steve,This Is Steve,Driving,2:20,1.0,undefined,never-rated
3928,Georgia Maq,Pleaser,Driving Blind,3:59,3.0,undefined,never-rated
3929,Zt,What Are Stitches To A Tough Guy,Driving Nowhere(Master2),4:09,,0,not-rated
3930,Chastity Belt,Time to Go Home,Drone,4:33,,0,not-rated
3931,ANOHNI,HOPELESSNESS,Drone Bomb Me,4:10,12.0,undefined,never-rated
3932,The Vernes,Yr of the Rat,Drones,4:39,1.0,undefined,never-rated
3933,Weatherbox,Flies In All Directions,The Drones,3:26,,undefined,never-rated
3934,Superchunk,Here's To Shutting Up,Drool Collection,3:31,,0,not-rated
3935,The Jesus & Mary Chain,Automatic,Drop,1:57,,0,not-rated
3936,Screaming Females,All at Once,Drop by Drop,1:10,2.0,undefined,never-rated
3937,Los Campesinos!,"Hold On Now, Youngster",Drop It Doe Eyes,2:42,,0,not-rated
3938,The Faint,Wet From Birth,Drop Kick The Punks,2:28,2.0,0,not-rated
3939,J Mascis,Elastic Days,Drop Me,3:49,1.0,undefined,never-rated
3940,Times New Viking,Rip It Off,DROP-OUT,1:04,,undefined,never-rated
3941,Menace Beach,Ratworld,Drop Outs,2:43,1.0,undefined,never-rated
3942,Youth Lagoon,Wondrous Bughouse,Dropla,5:56,23.0,0,not-rated
3943,The Apples In Stereo,New Magnetic Wonder,Droplet,0:14,,0,not-rated
3944,"Tyler, The Creator",Flower Boy,Droppin' Seeds (feat. Lil' Wayne),1:00,2.0,undefined,never-rated
3945,Horse Feathers,Thistled Spring,The Drought,4:44,1.0,0,not-rated
3946,Tegan & Sara,Heartthrob,Drove Me Wild,3:50,,0,not-rated
3947,Chastity Belt,Chastity Belt,Drown,4:06,,undefined,never-rated
3948,Glen Hansard and Markéta Irglová,The Swell Season,Drown Out,5:37,,0,not-rated
3949,The Twilight Sad,Nobody Wants to Be Here and Nobody Wants to Leave,Drown so I Can Watch,3:17,,0,not-rated
3950,White Lung,Deep Fantasy,Drown With The Monster,2:04,1.0,0,not-rated
3951,The Cure,Faith (Deluxe Edition),Drowning [Group Home Instrumental Demo Sept. 1980],1:52,,undefined,never-rated
3952,TOPS,I Feel Alive,Drowning in Paradise,2:59,3.0,undefined,never-rated
3953,The Cure,Faith (Deluxe Edition),The Drowning Man [Live Australasia Aug. 1981],5:48,,undefined,never-rated
3954,The Cure,Faith (Deluxe Edition),The Drowning Man (Remastered Version),4:49,1.0,undefined,never-rated
3955,Fanfarlo,Reservoir,Drowning Men,4:16,,0,not-rated
3956,Fanafarlo,Reservoir Bonus Disc,Drowning Men (Tudor Court version),3:39,,0,not-rated
3957,Bear In Heaven,Beast Rest Forth Mouth,Drug a Wheel,3:14,,0,not-rated
3958,slowthai,Nothing Great About Britain,Drug Dealer,3:07,,undefined,never-rated
3959,The Flaming Lips,"The Day They Shot A Hole In The Jesus Egg: The Priest Driven Ambulance Album, Demos & Outtakes 1989-1991 [Disc 1]",Drug Machine In Heaven,2:53,,0,not-rated
3960,Yo La Tengo,President Yo La Tengo/New Wave Hot Dogs,Drug Test,4:05,,0,not-rated
3961,"Hop Along, Queen Ansleis",Freshman Year,A Drummer's Arm,2:24,11.0,0,not-rated
3962,Florence + The Machine,Lungs,Drumming Song,3:44,,0,not-rated
3963,Fiona Apple,Fetch The Bolt Cutters,Drumset,2:40,1.0,undefined,never-rated
3964,Car Seat Headrest,Teens Of Denial,Drunk Drivers/Killer Whales,6:14,36.0,5,thumbs-up
3965,LCD Soundsystem,This Is Happening,Drunk Girls,3:43,,0,not-rated
3966,Mannequin Pussy,Patience,Drunk I,0:53,10.0,undefined,never-rated
3967,Mannequin Pussy,Patience,Drunk II,4:28,28.0,undefined,never-rated
3968,Tom Waits,The Heart Of Saturday Night,Drunk On The Moon,5:07,,0,not-rated
3969,Mitski,bury me at makeout creek,drunk walk home,2:35,,0,not-rated
3970,Lucinda Williams,Car Wheels On A Gravel Road,Drunken Angel,3:20,10.0,undefined,never-rated
3971,The Mars Volta,De-Loused In The Comatorium,Drunkship Of Lanterns,7:06,,0,not-rated
3972,DIIV,Oshin,(Druun),2:08,,0,not-rated
3973,Dive,Oshin,(Druun Pt. II),2:46,,0,not-rated
3974,Whirr,Sway,Dry,5:00,1.0,0,not-rated
3975,Fever Ray,Fever Ray,Dry & Dusty,3:45,,0,not-rated
3976,Palehound,Dry Food,Dry Food,4:28,,undefined,never-rated
3977,Jason Lytle,Arthur King Presents Jason Lytle: NYLONANDJUNO,Dry Gulched On Rodeo Drive,5:25,1.0,undefined,never-rated
3978,The Tallest Man On Earth,The Wild Hunt,The Drying Of The Lawns,2:57,2.0,0,not-rated
3979,Sharon Van Etten,Epic,Dsharpg,6:00,,0,not-rated
3980,Fat White Family,Songs for Our Mothers,Duce,6:40,2.0,undefined,never-rated
3981,Parquet Courts,Sunbathing Animal,Ducking And Dodging,4:29,,0,not-rated
3982,Stove,'s Favorite Friend,Duckling Fantasy,1:45,1.0,undefined,never-rated
3983,A Weather,Everyday Balloons,Ducks in a Row,4:05,,0,not-rated
